store_id,uptime_last_hour(minutes),downtime_last_hour(minutes),uptime_last_day(hours),downtime_last_day(hours),update_last_week(days),downtime_last_week(days)
5101602669688294040,60,0,24,0,7,0
7086435603849754290,60,0,24,0,7,0
8259284697786574445,60,0,24,0,7,0
455892546794002902,60,0,24,0,7,0
5417817040098224708,60,0,24,0,7,0
5148120740979132855,60,0,24,0,7,0
4690649169739490101,60,0,24,0,7,0
2888096798405660999,60,0,24,0,7,0
8696038038286752423,60,0,24,0,7,0
3470900862425905960,60,0,24,0,7,0
1635446939766206435,60,0,24,0,7,0
8267923592375072933,60,0,24,0,7,0
5377438829284291498,60,0,24,0,7,0
3552741199582169178,60,0,24,0,7,0
47157457861946118,60,0,24,0,7,0
7538095597952574524,60,0,24,0,7,0
5946972083867051183,60,0,24,0,7,0
832805588784302237,60,0,24,0,7,0
8262021469770954476,60,0,24,0,7,0
8766210349431611465,60,0,24,0,7,0
5524798464292066453,60,0,24,0,7,0
4772969502332673731,60,0,24,0,7,0
789887362181120709,60,0,24,0,7,0
9180605269446109669,60,0,24,0,7,0
529576847534058093,60,0,24,0,7,0
5616679962071175485,60,0,24,0,7,0
5332157939881542521,60,0,24,0,7,0
9057426267913393193,60,0,24,0,7,0
6654163885034420297,60,0,24,0,7,0
1744483568407217219,60,0,24,0,7,0
267404321924500393,60,0,24,0,7,0
1784034335481747558,60,0,24,0,7,0
3648537204824103115,60,0,24,0,7,0
570004961483694663,60,0,24,0,7,0
6833201851828843752,60,0,24,0,7,0
1689984988800150859,60,0,24,0,7,0
3565831738235015999,60,0,24,0,7,0
6461395558733160426,60,0,24,0,7,0
1777282730371939903,60,0,24,0,7,0
1937538723965003587,60,0,24,0,7,0
1808989152641637846,60,0,24,0,7,0
3135240072047027779,60,0,24,0,7,0
6229719287924297334,60,0,24,0,7,0
7435903762580226016,60,0,24,0,7,0
173008600959739084,60,0,24,0,7,0
4565647203555971306,60,0,24,0,7,0
3138536121858156832,60,0,24,0,7,0
4061572316682445820,60,0,24,0,7,0
4670600325857127004,60,0,24,0,7,0
2540298773612420171,60,0,24,0,7,0
8856540638510260904,60,0,24,0,7,0
4766824697735125732,60,0,24,0,7,0
6434273721932976366,0,60,0,24,0,7
200167416351454357,60,0,24,0,7,0
5208458680085208410,60,0,24,0,7,0
4363173458055484635,60,0,24,0,7,0
5795061856826115010,60,0,24,0,7,0
6900503045082626780,60,0,24,0,7,0
2932579304093439013,60,0,24,0,7,0
9176290774634823041,0,60,0,24,0,7
901663360965797831,60,0,24,0,7,0
7771293565212721563,60,0,24,0,7,0
6829642666030393819,60,0,24,0,7,0
4712766658155927281,60,0,24,0,7,0
3179301914948517223,60,0,24,0,7,0
8469745967768965069,60,0,24,0,7,0
758519570375246396,60,0,24,0,7,0
2261418091905381714,60,0,24,0,7,0
1748484963257356304,60,0,24,0,7,0
1291616343717800594,60,0,24,0,7,0
2832816835981192335,60,0,24,0,7,0
6550872265195825149,60,0,24,0,7,0
554867581952741474,60,0,24,0,7,0
8008203353008736898,60,0,24,0,7,0
3575642812735682569,60,0,24,0,7,0
7232252472638076370,60,0,24,0,7,0
1312468396215948841,60,0,24,0,7,0
8656974969835091987,60,0,24,0,7,0
1280895621280357418,60,0,24,0,7,0
1168158950802293436,60,0,24,0,7,0
231472248821231732,60,0,24,0,7,0
1213381968396960584,60,0,24,0,7,0
871696124274661954,60,0,24,0,7,0
8158574425503693718,60,0,24,0,7,0
8423868630704717172,60,0,24,0,7,0
7590618677812053672,60,0,24,0,7,0
6901126760053929802,60,0,24,0,7,0
3627697585993910104,60,0,24,0,7,0
4572534727029866113,60,0,24,0,7,0
731968556305490274,60,0,24,0,7,0
7799427948315267498,60,0,24,0,7,0
6358850518527971767,60,0,24,0,7,0
2252311616296972219,60,0,24,0,7,0
191331733720214713,60,0,24,0,7,0
1192951921915455127,60,0,24,0,7,0
8722530629876555495,60,0,24,0,7,0
8085741570232635350,60,0,24,0,7,0
8549361458818026633,60,0,24,0,7,0
6278766107458876461,60,0,24,0,7,0
6031267761590356232,60,0,24,0,7,0
1738942186324521371,60,0,24,0,7,0
6270949457738422739,60,0,24,0,7,0
5819319286020376093,60,0,24,0,7,0
5642497509732673610,60,0,24,0,7,0
3747618927115039264,60,0,24,0,7,0
3248296789483413769,0,60,0,24,0,7
4047403721236143104,60,0,24,0,7,0
4248854976462323200,60,0,24,0,7,0
7424505374009570477,60,0,24,0,7,0
5014360692528129219,60,0,24,0,7,0
7782672185065414519,0,60,0,24,0,7
5789400892189485648,60,0,24,0,7,0
4749681339281475863,60,0,24,0,7,0
5895262759392115974,60,0,24,0,7,0
7062408332581606161,60,0,24,0,7,0
4461353840131243850,60,0,24,0,7,0
1829038066844761838,60,0,24,0,7,0
5812126343451879206,60,0,24,0,7,0
4045915898999171400,60,0,24,0,7,0
26346307409368308,0,60,0,24,0,7
6603168413379009589,60,0,24,0,7,0
8736571289905995723,60,0,24,0,7,0
8912355661513070122,60,0,24,0,7,0
9059665149056396283,60,0,24,0,7,0
3396099702754121941,60,0,24,0,7,0
2760430554103924395,60,0,24,0,7,0
73491667571474362,60,0,24,0,7,0
4760029431502257886,60,0,24,0,7,0
3202485347075400484,60,0,24,0,7,0
1050110736424701586,60,0,24,0,7,0
9206536213770520585,60,0,24,0,7,0
6077393195994122930,60,0,24,0,7,0
8909496802192683651,60,0,24,0,7,0
1230398065636822664,60,0,24,0,7,0
6103400722605449439,60,0,24,0,7,0
5152004392006917947,60,0,24,0,7,0
1331024213382891761,60,0,24,0,7,0
6245188236554378094,60,0,24,0,7,0
4760441459813349901,60,0,24,0,7,0
4374942605696419037,60,0,24,0,7,0
8709010151696049596,60,0,24,0,7,0
3909888823169545461,60,0,24,0,7,0
7587329580270461651,60,0,24,0,7,0
8135719774016391271,60,0,24,0,7,0
2328922577549224385,60,0,24,0,7,0
7476419808990473219,60,0,24,0,7,0
1600782661161589441,60,0,24,0,7,0
6733237055193900849,60,0,24,0,7,0
5423278778747940477,60,0,24,0,7,0
745608695776670852,60,0,24,0,7,0
6025618707296646412,60,0,24,0,7,0
350773269257067104,60,0,24,0,7,0
6607276488844666604,60,0,24,0,7,0
2801161018595246803,60,0,24,0,7,0
6243878889832386076,60,0,24,0,7,0
5583858332520846678,60,0,24,0,7,0
8014855622614823439,60,0,24,0,7,0
4745963958616336184,60,0,24,0,7,0
4572155471626501081,60,0,24,0,7,0
2236049548352526357,60,0,24,0,7,0
5291732446265576088,60,0,24,0,7,0
5584037083213462840,60,0,24,0,7,0
4980199276146020371,60,0,24,0,7,0
7377781252509249770,60,0,24,0,7,0
7728374954598545135,60,0,24,0,7,0
6145374363035992256,60,0,24,0,7,0
8561928707963262710,60,0,24,0,7,0
2027378754189802522,60,0,24,0,7,0
1479710288891933797,60,0,24,0,7,0
3806273821496549274,60,0,24,0,7,0
145837327256477189,60,0,24,0,7,0
6339005690288403970,60,0,24,0,7,0
3040496153321072897,60,0,24,0,7,0
3324627668005357668,60,0,24,0,7,0
8104581577381117993,60,0,24,0,7,0
2967049083311293817,60,0,24,0,7,0
4997502274877708127,60,0,24,0,7,0
7986888914569899535,60,0,24,0,7,0
5449809553492927759,60,0,24,0,7,0
8462971639795075772,60,0,24,0,7,0
1856951586440652574,60,0,24,0,7,0
4610282578228966959,60,0,24,0,7,0
732239489643886995,60,0,24,0,7,0
254936496134140541,60,0,24,0,7,0
3439809036631514585,60,0,24,0,7,0
6160914795278193489,60,0,24,0,7,0
5402033390565236476,60,0,24,0,7,0
3253286870470060337,60,0,24,0,7,0
3466789754048015806,60,0,24,0,7,0
8307653310468925385,60,0,24,0,7,0
2680918734581318636,60,0,24,0,7,0
6977601538313351528,60,0,24,0,7,0
38331274599366702,60,0,24,0,7,0
1964368946793610103,60,0,24,0,7,0
155188683674693066,60,0,24,0,7,0
6036187508484960615,60,0,24,0,7,0
4685220197842530426,60,0,24,0,7,0
7089229595496957470,60,0,24,0,7,0
8034091651201093074,60,0,24,0,7,0
8523052235820259321,60,0,24,0,7,0
2700861810192743230,60,0,24,0,7,0
56010561297809355,60,0,24,0,7,0
4071500638080696966,60,0,24,0,7,0
6451990592605289918,60,0,24,0,7,0
2343002123616261145,60,0,24,0,7,0
6487812767275572711,60,0,24,0,7,0
5301149089444945306,60,0,24,0,7,0
5317714401882520817,60,0,24,0,7,0
2249493758548607842,60,0,24,0,7,0
3670009556162602795,60,0,24,0,7,0
6466180143988760998,60,0,24,0,7,0
5228523973235102150,60,0,24,0,7,0
4660374052648341046,60,0,24,0,7,0
1090423191169208954,60,0,24,0,7,0
6895144407747508687,60,0,24,0,7,0
128235168101517102,60,0,24,0,7,0
1260983426069285442,60,0,24,0,7,0
6086066595348062614,60,0,24,0,7,0
2803214099910329288,60,0,24,0,7,0
3158966468489738705,60,0,24,0,7,0
5130517449043818815,0,60,0,24,0,7
3629377836720265233,60,0,24,0,7,0
5635111150622858294,60,0,24,0,7,0
5356495771739104565,0,60,0,24,0,7
4508359516931257675,60,0,24,0,7,0
1251288768714057829,60,0,24,0,7,0
3767574309250544663,0,0,0,0,0,0
1607729202353412665,0,60,0,24,0,7
5466866913508747678,60,0,24,0,7,0
2973395234192900794,60,0,24,0,7,0
1048487412286895027,60,0,24,0,7,0
5022853058829617123,60,0,24,0,7,0
5621367600401473806,60,0,24,0,7,0
7517990400651628849,60,0,24,0,7,0
3613772754770267286,60,0,24,0,7,0
1959556095538358623,60,0,24,0,7,0
6974577199006152091,60,0,24,0,7,0
5673474188305880803,60,0,24,0,7,0
4948823868582115213,60,0,24,0,7,0
2468255198237381620,60,0,24,0,7,0
3156881220641178348,60,0,24,0,7,0
2060241437292225093,60,0,24,0,7,0
7158422914384811015,60,0,24,0,7,0
4107272668504966777,60,0,24,0,7,0
1003713923115890238,60,0,24,0,7,0
4880977789944408509,60,0,24,0,7,0
550715277533068101,60,0,24,0,7,0
219695402222975151,60,0,24,0,7,0
358227328268464841,60,0,24,0,7,0
4319847457369554750,60,0,24,0,7,0
5996396065338464202,60,0,24,0,7,0
8729844805888730809,60,0,24,0,7,0
2374380461254510574,60,0,24,0,7,0
4764684213365298240,60,0,24,0,7,0
6506837768341857196,0,60,0,24,0,7
5867055107623980208,60,0,24,0,7,0
7285025333367797175,60,0,24,0,7,0
7200830230926347246,60,0,24,0,7,0
8214452947329112388,60,0,24,0,7,0
2687435974295642717,60,0,24,0,7,0
3169637474751630128,60,0,24,0,7,0
5656018764605910094,60,0,24,0,7,0
5796274302765312320,60,0,24,0,7,0
2296917342909950827,60,0,24,0,7,0
7702451367414536121,0,60,0,24,0,7
5821169641032005277,0,60,0,24,0,7
4100998700737900269,60,0,24,0,7,0
3121802272790676455,60,0,24,0,7,0
3589675671794598999,60,0,24,0,7,0
2057471321086240879,60,0,24,0,7,0
5919783007635819726,0,60,0,24,0,7
1042980416206099690,60,0,24,0,7,0
4619267007568913465,60,0,24,0,7,0
2907584799641481123,60,0,24,0,7,0
4284655483818461519,60,0,24,0,7,0
3658551642872715656,60,0,24,0,7,0
2880063332304601318,60,0,24,0,7,0
785535519923107474,60,0,24,0,7,0
3979734616819094992,60,0,24,0,7,0
8586165988377528596,60,0,24,0,7,0
7206381619567002665,60,0,24,0,7,0
2003358034507611073,60,0,24,0,7,0
1305749492512058509,60,0,24,0,7,0
438538086671316417,60,0,24,0,7,0
8664487297266015228,60,0,24,0,7,0
1663598864633213553,60,0,24,0,7,0
2030701550166610417,60,0,24,0,7,0
877141801008701934,60,0,24,0,7,0
4638405750661533115,60,0,24,0,7,0
7205070579883686215,60,0,24,0,7,0
3895431056616540077,60,0,24,0,7,0
2077618059379555920,60,0,24,0,7,0
5091709972241384490,60,0,24,0,7,0
8396227744136628622,60,0,24,0,7,0
7956927809604369858,60,0,24,0,7,0
809290249136909373,60,0,24,0,7,0
137875932477977592,60,0,24,0,7,0
1876853883705365076,60,0,24,0,7,0
2118260901698367469,60,0,24,0,7,0
7433398711719243797,60,0,24,0,7,0
5570215241536980129,60,0,24,0,7,0
7535412366097548723,60,0,24,0,7,0
8391524178313852249,60,0,24,0,7,0
3551223268508178731,60,0,24,0,7,0
8516066165731166811,60,0,24,0,7,0
6486659948271228339,60,0,24,0,7,0
7185648782998525210,60,0,24,0,7,0
8750744863323423335,60,0,24,0,7,0
9199122891375652092,60,0,24,0,7,0
2939887537077955524,60,0,24,0,7,0
621023192449568129,60,0,24,0,7,0
461925840980287263,60,0,24,0,7,0
6680458122072346069,60,0,24,0,7,0
8431870774141801196,0,60,0,24,1,6
4775082116809032380,60,0,24,0,7,0
4156739902828553236,60,0,24,0,7,0
5259619998391228814,60,0,24,0,7,0
6273637949509729534,60,0,24,0,7,0
8899336205450562990,0,60,0,24,0,7
2586280666587313237,60,0,24,0,7,0
4612886666712811009,60,0,24,0,7,0
6518644849636144914,60,0,24,0,7,0
5873288281145659541,60,0,24,0,7,0
76703009444581800,0,0,0,0,0,0
1660456745526991929,60,0,24,0,7,0
6815312201538049379,60,0,24,0,7,0
3182296056281221799,60,0,24,0,7,0
3618391040913098956,60,0,24,0,7,0
6590602991709207617,60,0,24,0,7,0
1339588905838967526,60,0,24,0,7,0
2577455701502992591,0,60,0,24,0,7
2542787824689290301,60,0,24,0,7,0
6108971205781098565,60,0,24,0,7,0
5976771470795225249,60,0,24,0,7,0
3733652216186037518,60,0,24,0,7,0
8515314761937876760,60,0,24,0,7,0
1009358099378516398,60,0,24,0,7,0
336149300159952357,60,0,24,0,7,0
807795446744791539,60,0,24,0,7,0
4532390387884227288,60,0,24,0,7,0
816558279611975380,60,0,24,0,7,0
8277191538724971492,60,0,24,0,7,0
5483322820273501352,60,0,24,0,7,0
8090405497777874220,60,0,24,0,7,0
1195863916137260984,60,0,24,0,7,0
1080245494597782861,60,0,24,0,7,0
448947650784082297,60,0,24,0,7,0
5369810155249429878,60,0,24,0,7,0
1884468051370103407,60,0,24,0,7,0
2870753273077640249,60,0,24,0,7,0
8831995632492400889,60,0,24,0,7,0
5297639967056493009,60,0,24,0,7,0
2727814058680719480,60,0,24,0,7,0
8400545152596600786,60,0,24,0,7,0
7755093122895039788,60,0,24,0,7,0
8440288822899677247,60,0,24,0,7,0
1485662334688321286,60,0,24,0,7,0
1310931151748296162,60,0,24,0,7,0
1261100259311551870,60,0,24,0,7,0
712796944451411448,60,0,24,0,7,0
1320884518253820745,60,0,24,0,7,0
8957564409329106783,60,0,24,0,7,0
168365839720755693,60,0,24,0,7,0
3733328457465971628,60,0,24,0,7,0
5514235807464272756,0,0,0,0,0,0
5520023324907295697,0,60,0,24,0,7
2322887968083387788,60,0,24,0,7,0
5748443120724306083,60,0,24,0,7,0
3511707858183177226,60,0,24,0,7,0
2096150739327584921,60,0,24,0,7,0
7789943684434476174,60,0,24,0,7,0
2179493412815945910,60,0,24,0,7,0
597170428245480144,0,60,0,24,0,7
6104774241364058349,60,0,24,0,7,0
1545869218771707853,60,0,24,0,7,0
3770336430042470748,0,0,0,0,0,0
2247627932001327418,60,0,24,0,7,0
1282771415198600294,60,0,24,0,7,0
7579895440593717695,60,0,24,0,7,0
8989743719026614525,60,0,24,0,7,0
2644506338402062871,60,0,24,0,7,0
6785999827650253725,60,0,24,0,7,0
2202891728590810295,60,0,24,0,7,0
3186178442210385316,60,0,24,0,7,0
5869381323010290454,60,0,24,0,7,0
1004567882358859299,60,0,24,0,7,0
6530251723612359488,60,0,24,0,7,0
3599251204194727910,60,0,24,0,7,0
5776222098578430506,60,0,24,0,7,0
8088407484428563722,60,0,24,0,7,0
8549121451544958621,60,0,24,0,7,0
6821485434927219013,60,0,24,0,7,0
6666138064349946058,60,0,24,0,7,0
7497560946026069583,60,0,24,0,7,0
4141749055574117942,60,0,24,0,7,0
5534221444308703797,60,0,24,0,7,0
4139118567274452639,60,0,24,0,7,0
1355447201287842379,60,0,24,0,7,0
3068321467557784877,60,0,24,0,7,0
6911306945187502945,60,0,24,0,7,0
5478544582602120015,60,0,24,0,7,0
5414449424198215116,60,0,24,0,7,0
5812184481899750171,60,0,24,0,7,0
2204171912542623654,60,0,24,0,7,0
1178964235062641776,60,0,24,0,7,0
9062987350671531531,60,0,24,0,7,0
6689038248833401652,60,0,24,0,7,0
522311278761357634,60,0,24,0,7,0
3452270805833890980,60,0,24,0,7,0
1181336060537986213,60,0,24,0,7,0
5378168601770882928,60,0,24,0,7,0
836466127358265431,60,0,24,0,7,0
707024955413042368,60,0,24,0,7,0
5181711279427446584,60,0,24,0,7,0
1007392278459573100,60,0,24,0,7,0
9037966544828433362,60,0,24,0,7,0
9169793819755412236,60,0,24,0,7,0
1057525043621726214,60,0,24,0,7,0
8330426644201661507,60,0,24,0,7,0
3943314180697878211,60,0,24,0,7,0
4645782936919163215,60,0,24,0,7,0
7695575204591590606,0,60,0,24,0,7
2602758631128177651,60,0,24,0,7,0
4738825005004186886,60,0,24,0,7,0
9209848539305894530,60,0,24,0,7,0
7738666592812526527,60,0,24,0,7,0
8168732943045393817,60,0,24,0,7,0
1135280948905249992,60,0,24,0,7,0
1858587028139759265,60,0,24,0,7,0
8179121677135007878,60,0,24,0,7,0
37936032450764521,60,0,24,0,7,0
3897569693919617914,60,0,24,0,7,0
570349855703174635,60,0,24,0,7,0
1641569296021103785,60,0,24,0,7,0
2425376330901524925,60,0,24,0,7,0
8737989936592096254,60,0,24,0,7,0
3871205184516890097,60,0,24,0,7,0
1220651511351042727,60,0,24,0,7,0
6789701734141474903,60,0,24,0,7,0
4611767704502442878,60,0,24,0,7,0
8523052011079777897,60,0,24,0,7,0
4109205414554203641,60,0,24,0,7,0
3353470995360585837,60,0,24,0,7,0
3844361742941633821,60,0,24,0,7,0
837281425604330130,60,0,24,0,7,0
3334892885118822706,60,0,24,0,7,0
